Genome project	Gene stable ID	ID
strongyloides_stercoralis_prjeb528	SSTP_0001022500	PF01484
strongyloides_stercoralis_prjeb528	SSTP_0001022800	
strongyloides_stercoralis_prjeb528	SSTP_0001023200	
strongyloides_stercoralis_prjeb528	SSTP_0001028700	
strongyloides_stercoralis_prjeb528	SSTP_0001028800	
strongyloides_stercoralis_prjeb528	SSTP_0001028900	PF13412
strongyloides_stercoralis_prjeb528	SSTP_0001028900	PF01359
strongyloides_stercoralis_prjeb528	SSTP_0001028900	PF17906
strongyloides_stercoralis_prjeb528	SSTP_0001029000	
strongyloides_stercoralis_prjeb528	SSTP_0001029100	
strongyloides_stercoralis_prjeb528	SSTP_0001033900	PF14671
strongyloides_stercoralis_prjeb528	SSTP_0001034300	PF01207
strongyloides_stercoralis_prjeb528	SSTP_0001035100	
strongyloides_stercoralis_prjeb528	SSTP_0001036000	
strongyloides_stercoralis_prjeb528	SSTP_0001036900	
strongyloides_stercoralis_prjeb528	SSTP_0001037000	PF10541
strongyloides_stercoralis_prjeb528	SSTP_0001037200	
strongyloides_stercoralis_prjeb528	SSTP_0001037300	PF17906
strongyloides_stercoralis_prjeb528	SSTP_0001037300	PF13412
strongyloides_stercoralis_prjeb528	SSTP_0001037300	PF01359
strongyloides_stercoralis_prjeb528	SSTP_0001037800	
strongyloides_stercoralis_prjeb528	SSTP_0001038000	PF00078
strongyloides_stercoralis_prjeb528	SSTP_0001038100	
strongyloides_stercoralis_prjeb528	SSTP_0001038200	PF00075
strongyloides_stercoralis_prjeb528	SSTP_0001038300	PF00665
strongyloides_stercoralis_prjeb528	SSTP_0001038700	
strongyloides_stercoralis_prjeb528	SSTP_0001038800	PF00078
strongyloides_stercoralis_prjeb528	SSTP_0001039000	
strongyloides_stercoralis_prjeb528	SSTP_0001039100	
strongyloides_stercoralis_prjeb528	SSTP_0001039600	
strongyloides_stercoralis_prjeb528	SSTP_0001039800	PF00188
strongyloides_stercoralis_prjeb528	SSTP_0001039900	
strongyloides_stercoralis_prjeb528	SSTP_0001040000	PF01359
strongyloides_stercoralis_prjeb528	SSTP_0001040050	PF10318
strongyloides_stercoralis_prjeb528	SSTP_0001040300	
strongyloides_stercoralis_prjeb528	SSTP_0001040400	
strongyloides_stercoralis_prjeb528	SSTP_0001040600	
strongyloides_stercoralis_prjeb528	SSTP_0001042500	
strongyloides_stercoralis_prjeb528	SSTP_0001043300	
strongyloides_stercoralis_prjeb528	SSTP_0001043400	PF04155
strongyloides_stercoralis_prjeb528	SSTP_0001045300	PF12171
strongyloides_stercoralis_prjeb528	SSTP_0001045700	PF08524
strongyloides_stercoralis_prjeb528	SSTP_0001048700	PF00059
strongyloides_stercoralis_prjeb528	SSTP_0001050300	
strongyloides_stercoralis_prjeb528	SSTP_0001050400	
strongyloides_stercoralis_prjeb528	SSTP_0001053200	
strongyloides_stercoralis_prjeb528	SSTP_0001053500	
strongyloides_stercoralis_prjeb528	SSTP_0001053800	
strongyloides_stercoralis_prjeb528	SSTP_0001057000	PF05383
strongyloides_stercoralis_prjeb528	SSTP_0001057300	
strongyloides_stercoralis_prjeb528	SSTP_0001058800	PF00957
strongyloides_stercoralis_prjeb528	SSTP_0001059600	
strongyloides_stercoralis_prjeb528	SSTP_0001061100	PF02931
strongyloides_stercoralis_prjeb528	SSTP_0001061100	PF02932
strongyloides_stercoralis_prjeb528	SSTP_0001061700	PF17906
strongyloides_stercoralis_prjeb528	SSTP_0001061700	PF13412
strongyloides_stercoralis_prjeb528	SSTP_0001063100	
strongyloides_stercoralis_prjeb528	SSTP_0001065000	
strongyloides_stercoralis_prjeb528	SSTP_0001065100	
strongyloides_stercoralis_prjeb528	SSTP_0001065200	
strongyloides_stercoralis_prjeb528	SSTP_0001065300	
strongyloides_stercoralis_prjeb528	SSTP_0001071000	
strongyloides_stercoralis_prjeb528	SSTP_0001072400	
strongyloides_stercoralis_prjeb528	SSTP_0001073200	
strongyloides_stercoralis_prjeb528	SSTP_0001073500	
strongyloides_stercoralis_prjeb528	SSTP_0001073700	
strongyloides_stercoralis_prjeb528	SSTP_0001073800	
strongyloides_stercoralis_prjeb528	SSTP_0001073900	
strongyloides_stercoralis_prjeb528	SSTP_0001074100	
strongyloides_stercoralis_prjeb528	SSTP_0001074200	PF00102
strongyloides_stercoralis_prjeb528	SSTP_0001074300	PF17906
strongyloides_stercoralis_prjeb528	SSTP_0001074400	
strongyloides_stercoralis_prjeb528	SSTP_0001074500	PF00075
strongyloides_stercoralis_prjeb528	SSTP_0001074600	PF07679
strongyloides_stercoralis_prjeb528	SSTP_0001074800	PF01359
strongyloides_stercoralis_prjeb528	SSTP_0001076150	
strongyloides_stercoralis_prjeb528	SSTP_0001076200	PF13412
strongyloides_stercoralis_prjeb528	SSTP_0001076200	PF01359
strongyloides_stercoralis_prjeb528	SSTP_0001076200	PF17906
strongyloides_stercoralis_prjeb528	SSTP_0001076300	
strongyloides_stercoralis_prjeb528	SSTP_0001076500	PF05970
strongyloides_stercoralis_prjeb528	SSTP_0001076600	PF01431
strongyloides_stercoralis_prjeb528	SSTP_0001076700	PF00146
strongyloides_stercoralis_prjeb528	SSTP_0001076900	
strongyloides_stercoralis_prjeb528	SSTP_0001076933	
strongyloides_stercoralis_prjeb528	SSTP_0001076966	
strongyloides_stercoralis_prjeb528	SSTP_0001077000	
strongyloides_stercoralis_prjeb528	SSTP_0001077100	
strongyloides_stercoralis_prjeb528	SSTP_0001077125	
strongyloides_stercoralis_prjeb528	SSTP_0001077200	
strongyloides_stercoralis_prjeb528	SSTP_0001077800	
strongyloides_stercoralis_prjeb528	SSTP_0001081500	PF00102
strongyloides_stercoralis_prjeb528	SSTP_0001082300	
strongyloides_stercoralis_prjeb528	SSTP_0001086600	
strongyloides_stercoralis_prjeb528	SSTP_0001087000	PF00406
strongyloides_stercoralis_prjeb528	SSTP_0001087850	
strongyloides_stercoralis_prjeb528	SSTP_0001091000	PF07716
strongyloides_stercoralis_prjeb528	SSTP_0001091200	
strongyloides_stercoralis_prjeb528	SSTP_0001095600	
strongyloides_stercoralis_prjeb528	SSTP_0001096100	
strongyloides_stercoralis_prjeb528	SSTP_0001097400	PF11799
strongyloides_stercoralis_prjeb528	SSTP_0001097400	PF00817
strongyloides_stercoralis_prjeb528	SSTP_0001099100	
strongyloides_stercoralis_prjeb528	SSTP_0001101200	
strongyloides_stercoralis_prjeb528	SSTP_0001102200	
strongyloides_stercoralis_prjeb528	SSTP_0001102300	
strongyloides_stercoralis_prjeb528	SSTP_0001102400	
strongyloides_stercoralis_prjeb528	SSTP_0001102500	
strongyloides_stercoralis_prjeb528	SSTP_0001102700	
strongyloides_stercoralis_prjeb528	SSTP_0001102900	
strongyloides_stercoralis_prjeb528	SSTP_0001103000	
strongyloides_stercoralis_prjeb528	SSTP_0001103100	
strongyloides_stercoralis_prjeb528	SSTP_0001103500	PF01549
strongyloides_stercoralis_prjeb528	SSTP_0001103700	
strongyloides_stercoralis_prjeb528	SSTP_0001105500	PF17064
strongyloides_stercoralis_prjeb528	SSTP_0001105800	PF00378
strongyloides_stercoralis_prjeb528	SSTP_0001106200	
strongyloides_stercoralis_prjeb528	SSTP_0001106700	PF15061
strongyloides_stercoralis_prjeb528	SSTP_0001107100	PF00111
strongyloides_stercoralis_prjeb528	SSTP_0001108500	PF02897
strongyloides_stercoralis_prjeb528	SSTP_0001108500	PF00326
strongyloides_stercoralis_prjeb528	SSTP_0001108600	PF02897
strongyloides_stercoralis_prjeb528	SSTP_0001108600	PF00326
strongyloides_stercoralis_prjeb528	SSTP_0001108700	PF00326
strongyloides_stercoralis_prjeb528	SSTP_0001108700	PF02897
strongyloides_stercoralis_prjeb528	SSTP_0001109900	
strongyloides_stercoralis_prjeb528	SSTP_0001111000	
strongyloides_stercoralis_prjeb528	SSTP_0001113200	
strongyloides_stercoralis_prjeb528	SSTP_0001113700	PF00067
strongyloides_stercoralis_prjeb528	SSTP_0001113900	PF00067
strongyloides_stercoralis_prjeb528	SSTP_0001114100	PF00067
strongyloides_stercoralis_prjeb528	SSTP_0001114200	PF00067
strongyloides_stercoralis_prjeb528	SSTP_0001115100	PF01400
strongyloides_stercoralis_prjeb528	SSTP_0001115210	PF00431
strongyloides_stercoralis_prjeb528	SSTP_0001115210	PF01400
strongyloides_stercoralis_prjeb528	SSTP_0001116700	PF07885
strongyloides_stercoralis_prjeb528	SSTP_0001117300	PF03314
strongyloides_stercoralis_prjeb528	SSTP_0001117400	
strongyloides_stercoralis_prjeb528	SSTP_0001117500	
strongyloides_stercoralis_prjeb528	SSTP_0001118600	PF05439
strongyloides_stercoralis_prjeb528	SSTP_0001119900	
strongyloides_stercoralis_prjeb528	SSTP_0001123800	
strongyloides_stercoralis_prjeb528	SSTP_0001126100	PF01400
strongyloides_stercoralis_prjeb528	SSTP_0001126200	PF01400
strongyloides_stercoralis_prjeb528	SSTP_0001126300	PF01400
strongyloides_stercoralis_prjeb528	SSTP_0001126400	PF01400
strongyloides_stercoralis_prjeb528	SSTP_0001126500	PF01400
strongyloides_stercoralis_prjeb528	SSTP_0001126600	PF01400
strongyloides_stercoralis_prjeb528	SSTP_0001126700	PF01400
strongyloides_stercoralis_prjeb528	SSTP_0001126710	PF01400
strongyloides_stercoralis_prjeb528	SSTP_0001127300	PF00188
strongyloides_stercoralis_prjeb528	SSTP_0001127400	PF00188
strongyloides_stercoralis_prjeb528	SSTP_0001127500	
strongyloides_stercoralis_prjeb528	SSTP_0001127900	PF01359
strongyloides_stercoralis_prjeb528	SSTP_0001127900	PF17906
strongyloides_stercoralis_prjeb528	SSTP_0001127900	PF13412
strongyloides_stercoralis_prjeb528	SSTP_0001128000	
strongyloides_stercoralis_prjeb528	SSTP_0001128200	PF00385
strongyloides_stercoralis_prjeb528	SSTP_0001128300	
strongyloides_stercoralis_prjeb528	SSTP_0001128400	
strongyloides_stercoralis_prjeb528	SSTP_0001128500	
strongyloides_stercoralis_prjeb528	SSTP_0001128600	
strongyloides_stercoralis_prjeb528	SSTP_0001129300	PF00188
strongyloides_stercoralis_prjeb528	SSTP_0001130800	
strongyloides_stercoralis_prjeb528	SSTP_0001131400	
strongyloides_stercoralis_prjeb528	SSTP_0001131500	
strongyloides_stercoralis_prjeb528	SSTP_0001131700	
strongyloides_stercoralis_prjeb528	SSTP_0001132800	PF01400
strongyloides_stercoralis_prjeb528	SSTP_0001132900	
strongyloides_stercoralis_prjeb528	SSTP_0001133100	
strongyloides_stercoralis_prjeb528	SSTP_0001133200	PF01060
strongyloides_stercoralis_prjeb528	SSTP_0001133400	
strongyloides_stercoralis_prjeb528	SSTP_0001133500	PF00188
strongyloides_stercoralis_prjeb528	SSTP_0001133900	
strongyloides_stercoralis_prjeb528	SSTP_0001134000	PF07679
strongyloides_stercoralis_prjeb528	SSTP_0001134300	PF02737
strongyloides_stercoralis_prjeb528	SSTP_0001134300	PF00725
strongyloides_stercoralis_prjeb528	SSTP_0001141600	PF00179
strongyloides_stercoralis_prjeb528	SSTP_0001143100	
strongyloides_stercoralis_prjeb528	SSTP_0001143300	
strongyloides_stercoralis_prjeb528	SSTP_0001143316	
strongyloides_stercoralis_prjeb528	SSTP_0001143400	PF01094
strongyloides_stercoralis_prjeb528	SSTP_0001144200	
strongyloides_stercoralis_prjeb528	SSTP_0001144600	PF00135
strongyloides_stercoralis_prjeb528	SSTP_0001144700	PF00400
strongyloides_stercoralis_prjeb528	SSTP_0001144800	
strongyloides_stercoralis_prjeb528	SSTP_0001145700	PF16656
strongyloides_stercoralis_prjeb528	SSTP_0001145700	PF14008
strongyloides_stercoralis_prjeb528	SSTP_0001145700	PF00149
strongyloides_stercoralis_prjeb528	SSTP_0001146400	
strongyloides_stercoralis_prjeb528	SSTP_0001147900	
strongyloides_stercoralis_prjeb528	SSTP_0001148200	
strongyloides_stercoralis_prjeb528	SSTP_0001148400	PF07679
strongyloides_stercoralis_prjeb528	SSTP_0001148500	PF07679
strongyloides_stercoralis_prjeb528	SSTP_0001148600	
strongyloides_stercoralis_prjeb528	SSTP_0001148800	
strongyloides_stercoralis_prjeb528	SSTP_0001148900	
strongyloides_stercoralis_prjeb528	SSTP_0001149000	
strongyloides_stercoralis_prjeb528	SSTP_0001149200	
strongyloides_stercoralis_prjeb528	SSTP_0001149300	
strongyloides_stercoralis_prjeb528	SSTP_0001149400	
strongyloides_stercoralis_prjeb528	SSTP_0001149500	
strongyloides_stercoralis_prjeb528	SSTP_0001149800	PF01400
strongyloides_stercoralis_prjeb528	SSTP_0001149810	PF01400
strongyloides_stercoralis_prjeb528	SSTP_0001149820	PF01400
strongyloides_stercoralis_prjeb528	SSTP_0001149900	PF01400
strongyloides_stercoralis_prjeb528	SSTP_0001150100	PF01400
strongyloides_stercoralis_prjeb528	SSTP_0001150300	
strongyloides_stercoralis_prjeb528	SSTP_0001150500	
strongyloides_stercoralis_prjeb528	SSTP_0001150600	
strongyloides_stercoralis_prjeb528	SSTP_0001150700	PF01400
strongyloides_stercoralis_prjeb528	SSTP_0001150900	PF01400
strongyloides_stercoralis_prjeb528	SSTP_0001151000	
strongyloides_stercoralis_prjeb528	SSTP_0001151200	
strongyloides_stercoralis_prjeb528	SSTP_0001151300	
strongyloides_stercoralis_prjeb528	SSTP_0001151400	PF00135
strongyloides_stercoralis_prjeb528	SSTP_0001151500	
strongyloides_stercoralis_prjeb528	SSTP_0001151600	
strongyloides_stercoralis_prjeb528	SSTP_0001151800	
strongyloides_stercoralis_prjeb528	SSTP_0001152200	
strongyloides_stercoralis_prjeb528	SSTP_0001157300	
strongyloides_stercoralis_prjeb528	SSTP_0001157800	
strongyloides_stercoralis_prjeb528	SSTP_0001158100	
strongyloides_stercoralis_prjeb528	SSTP_0001158400	PF13328
strongyloides_stercoralis_prjeb528	SSTP_0001161300	PF06211
strongyloides_stercoralis_prjeb528	SSTP_0001161400	
strongyloides_stercoralis_prjeb528	SSTP_0001163600	
strongyloides_stercoralis_prjeb528	SSTP_0001163700	
strongyloides_stercoralis_prjeb528	SSTP_0001166600	
strongyloides_stercoralis_prjeb528	SSTP_0001170300	
strongyloides_stercoralis_prjeb528	SSTP_0001175000	PF00886
strongyloides_stercoralis_prjeb528	SSTP_0001180100	PF07859
strongyloides_stercoralis_prjeb528	SSTP_0001180200	
strongyloides_stercoralis_prjeb528	SSTP_0001180300	
strongyloides_stercoralis_prjeb528	SSTP_0001180600	PF11095
strongyloides_stercoralis_prjeb528	SSTP_0001182600	PF12861
strongyloides_stercoralis_prjeb528	SSTP_0001186400	
strongyloides_stercoralis_prjeb528	SSTP_0001186500	
strongyloides_stercoralis_prjeb528	SSTP_0001187600	PF04419
strongyloides_stercoralis_prjeb528	SSTP_0001188800	
strongyloides_stercoralis_prjeb528	SSTP_0001195400	PF00100
strongyloides_stercoralis_prjeb528	SSTP_0001197100	
strongyloides_stercoralis_prjeb528	SSTP_0001197500	
strongyloides_stercoralis_prjeb528	SSTP_0001198050	
strongyloides_stercoralis_prjeb528	SSTP_0001198100	PF02485
strongyloides_stercoralis_prjeb528	SSTP_0001198150	
strongyloides_stercoralis_prjeb528	SSTP_0001198200	PF02485
strongyloides_stercoralis_prjeb528	SSTP_0001200200	
strongyloides_stercoralis_prjeb528	SSTP_0001200600	PF13412
strongyloides_stercoralis_prjeb528	SSTP_0001200600	PF01359
strongyloides_stercoralis_prjeb528	SSTP_0001200600	PF17906
strongyloides_stercoralis_prjeb528	SSTP_0001201100	
strongyloides_stercoralis_prjeb528	SSTP_0001201400	
strongyloides_stercoralis_prjeb528	SSTP_0001201700	PF00957
strongyloides_stercoralis_prjeb528	SSTP_0001202350	
strongyloides_stercoralis_prjeb528	SSTP_0001203000	PF00009
strongyloides_stercoralis_prjeb528	SSTP_0001205800	PF00069
strongyloides_stercoralis_prjeb528	SSTP_0001207000	
strongyloides_stercoralis_prjeb528	SSTP_0001207700	PF17906
strongyloides_stercoralis_prjeb528	SSTP_0001207700	PF13412
strongyloides_stercoralis_prjeb528	SSTP_0001207700	PF01359
strongyloides_stercoralis_prjeb528	SSTP_0001208600	
strongyloides_stercoralis_prjeb528	SSTP_0001209800	
strongyloides_stercoralis_prjeb528	SSTP_0001210100	
strongyloides_stercoralis_prjeb528	SSTP_0001212400	
strongyloides_stercoralis_prjeb528	SSTP_0001213700	PF00102
strongyloides_stercoralis_prjeb528	SSTP_0001214200	
strongyloides_stercoralis_prjeb528	SSTP_0001217300	PF05154
strongyloides_stercoralis_prjeb528	SSTP_0001217400	PF09775
strongyloides_stercoralis_prjeb528	SSTP_0001217900	
strongyloides_stercoralis_prjeb528	SSTP_0001218000	
strongyloides_stercoralis_prjeb528	SSTP_0001218200	PF10320
strongyloides_stercoralis_prjeb528	SSTP_0001218900	PF08567
strongyloides_stercoralis_prjeb528	SSTP_0001218900	PF03909
strongyloides_stercoralis_prjeb528	SSTP_0001219000	
strongyloides_stercoralis_prjeb528	SSTP_0001219450	
strongyloides_stercoralis_prjeb528	SSTP_0001222000	PF01060
strongyloides_stercoralis_prjeb528	SSTP_0001222200	PF01060
strongyloides_stercoralis_prjeb528	SSTP_0001222300	PF01060
strongyloides_stercoralis_prjeb528	SSTP_0001226900	
strongyloides_stercoralis_prjeb528	SSTP_0001226975	
strongyloides_stercoralis_prjeb528	SSTP_0001227000	
strongyloides_stercoralis_prjeb528	SSTP_0001227100	
strongyloides_stercoralis_prjeb528	SSTP_0001230400	PF00078
strongyloides_stercoralis_prjeb528	SSTP_0001232500	PF00992
strongyloides_stercoralis_prjeb528	SSTP_0001233500	
strongyloides_stercoralis_prjeb528	SSTP_0001235100	PF13412
strongyloides_stercoralis_prjeb528	SSTP_0001235100	PF01359
strongyloides_stercoralis_prjeb528	SSTP_0001235100	PF17906
strongyloides_stercoralis_prjeb528	SSTP_0001235800	
strongyloides_stercoralis_prjeb528	SSTP_0001237300	
strongyloides_stercoralis_prjeb528	SSTP_0001237400	PF05970
strongyloides_stercoralis_prjeb528	SSTP_0001237600	
strongyloides_stercoralis_prjeb528	SSTP_0001240600	PF03360
strongyloides_stercoralis_prjeb528	SSTP_0001242400	PF00876
strongyloides_stercoralis_prjeb528	SSTP_0001245600	
strongyloides_stercoralis_prjeb528	SSTP_0001247700	
strongyloides_stercoralis_prjeb528	SSTP_0001251350	PF15054
strongyloides_stercoralis_prjeb528	SSTP_0001254300	PF02752
strongyloides_stercoralis_prjeb528	SSTP_0001254300	PF00339
strongyloides_stercoralis_prjeb528	SSTP_0001254700	
strongyloides_stercoralis_prjeb528	SSTP_0001256800	
strongyloides_stercoralis_prjeb528	SSTP_0001256900	
strongyloides_stercoralis_prjeb528	SSTP_0001257100	
strongyloides_stercoralis_prjeb528	SSTP_0001258500	PF00003
strongyloides_stercoralis_prjeb528	SSTP_0001258500	PF01094
strongyloides_stercoralis_prjeb528	SSTP_0001261100	PF00096
strongyloides_stercoralis_prjeb528	SSTP_0001265300	PF02931
strongyloides_stercoralis_prjeb528	SSTP_0001266300	PF00135
strongyloides_stercoralis_prjeb528	SSTP_0001266400	PF00135
strongyloides_stercoralis_prjeb528	SSTP_0001266600	
strongyloides_stercoralis_prjeb528	SSTP_0001267800	
strongyloides_stercoralis_prjeb528	SSTP_0001268600	
strongyloides_stercoralis_prjeb528	SSTP_0001269500	
strongyloides_stercoralis_prjeb528	SSTP_0001269600	
strongyloides_stercoralis_prjeb528	SSTP_0001269700	PF00665
strongyloides_stercoralis_prjeb528	SSTP_0001269700	PF17921
strongyloides_stercoralis_prjeb528	SSTP_0001270700	PF00135
strongyloides_stercoralis_prjeb528	SSTP_0001270900	PF17919
strongyloides_stercoralis_prjeb528	SSTP_0001271000	PF14291
strongyloides_stercoralis_prjeb528	SSTP_0001271100	PF17921
strongyloides_stercoralis_prjeb528	SSTP_0001271100	PF13975
strongyloides_stercoralis_prjeb528	SSTP_0001271100	PF00078
strongyloides_stercoralis_prjeb528	SSTP_0001271100	PF17919
strongyloides_stercoralis_prjeb528	SSTP_0001271100	PF00098
strongyloides_stercoralis_prjeb528	SSTP_0001271200	PF00665
strongyloides_stercoralis_prjeb528	SSTP_0001271800	
strongyloides_stercoralis_prjeb528	SSTP_0001271900	
strongyloides_stercoralis_prjeb528	SSTP_0001272000	
strongyloides_stercoralis_prjeb528	SSTP_0001272100	
strongyloides_stercoralis_prjeb528	SSTP_0001272400	PF01843
strongyloides_stercoralis_prjeb528	SSTP_0001273400	PF09280
strongyloides_stercoralis_prjeb528	SSTP_0001273700	
strongyloides_stercoralis_prjeb528	SSTP_0001275700	PF12906
strongyloides_stercoralis_prjeb528	SSTP_0001277900	PF17919
strongyloides_stercoralis_prjeb528	SSTP_0001278000	PF00665
strongyloides_stercoralis_prjeb528	SSTP_0001278000	PF17921
strongyloides_stercoralis_prjeb528	SSTP_0001280000	PF00375
strongyloides_stercoralis_prjeb528	SSTP_0001280700	
strongyloides_stercoralis_prjeb528	SSTP_0001281400	
strongyloides_stercoralis_prjeb528	SSTP_0001281500	
strongyloides_stercoralis_prjeb528	SSTP_0001281800	PF06602
strongyloides_stercoralis_prjeb528	SSTP_0001282300	PF10323
strongyloides_stercoralis_prjeb528	SSTP_0001282400	PF02118
strongyloides_stercoralis_prjeb528	SSTP_0001282500	PF10323
strongyloides_stercoralis_prjeb528	SSTP_0001282800	PF02118
strongyloides_stercoralis_prjeb528	SSTP_0001282900	
strongyloides_stercoralis_prjeb528	SSTP_0001283000	
strongyloides_stercoralis_prjeb528	SSTP_0001283100	
strongyloides_stercoralis_prjeb528	SSTP_0001283600	
strongyloides_stercoralis_prjeb528	SSTP_0001283700	
strongyloides_stercoralis_prjeb528	SSTP_0001284000	
strongyloides_stercoralis_prjeb528	SSTP_0001284100	
strongyloides_stercoralis_prjeb528	SSTP_0001284200	
strongyloides_stercoralis_prjeb528	SSTP_0001284300	
strongyloides_stercoralis_prjeb528	SSTP_0001284500	
strongyloides_stercoralis_prjeb528	SSTP_0001284900	
strongyloides_stercoralis_prjeb528	SSTP_0001285100	
strongyloides_stercoralis_prjeb528	SSTP_0001285200	
strongyloides_stercoralis_prjeb528	SSTP_0001285300	
strongyloides_stercoralis_prjeb528	SSTP_0001285400	PF17855
strongyloides_stercoralis_prjeb528	SSTP_0001285400	PF00493
strongyloides_stercoralis_prjeb528	SSTP_0001285400	PF17207
strongyloides_stercoralis_prjeb528	SSTP_0001285400	PF14551
strongyloides_stercoralis_prjeb528	SSTP_0001285500	PF00019
strongyloides_stercoralis_prjeb528	SSTP_0001285900	PF10323
strongyloides_stercoralis_prjeb528	SSTP_0001286400	PF00856
strongyloides_stercoralis_prjeb528	SSTP_0001286800	
strongyloides_stercoralis_prjeb528	SSTP_0001286900	
strongyloides_stercoralis_prjeb528	SSTP_0001287500	PF00022
strongyloides_stercoralis_prjeb528	SSTP_0001287900	
strongyloides_stercoralis_prjeb528	SSTP_0001288000	
strongyloides_stercoralis_prjeb528	SSTP_0001288500	PF10328
strongyloides_stercoralis_prjeb528	SSTP_0001289200	PF10323
strongyloides_stercoralis_prjeb528	SSTP_0001289300	PF10323
strongyloides_stercoralis_prjeb528	SSTP_0001289700	PF10292
strongyloides_stercoralis_prjeb528	SSTP_0001289800	PF10292
