HOG	selected_transcripts	exon_counts	protein_lengths	gene_counts	transcript_counts	worst_transcript	worst_pair	blast_pident	align_pident
N0.HOG0000298	SBOV2_39130.1, SCUR1_28550.1, SGUI1_28160.1, SHAE2_30740.6, SINT2_27350.1, SRDH2_28870.1, Smp_343410.1, EWB00_003311	15, 12, 15, 15, 15, 10, 15, 11	729, 585, 727, 701, 707, 559, 718, 533	1, 1, 1, 1, 1, 1, 1, 1	1, 1, 1, 18, 15, 1, 2, 1	EWB00_003311	SGUI1_28160.1, EWB00_003311	63.9	73.17744154057772
N0.HOG0000297	SBOV2_30990.10, SCUR1_36850.2, SGUI1_36590.7, SHAE2_39640.3, SINT2_35490.4, SRDH2_34300.1, Smp_102690.1, EWB00_004344	19, 18, 15, 15, 13, 18, 18, 18	944, 919, 905, 905, 840, 925, 925, 924	1, 1, 1, 1, 1, 1, 1, 1	6, 7, 11, 6, 7, 1, 1, 1	SINT2_35490.4	SBOV2_30990.10, SINT2_35490.4	98.6	88.13559322033898
N0.HOG0000296	SBOV2_29100.5, SCUR1_38800.2, SGUI1_38490.2, SHAE2_41560.1, SINT2_37350.1, SRDH2_38740.9, Smp_143240.1, EWB00_009549	25, 27, 27, 25, 29, 25, 27, 27	1391, 1454, 1437, 1391, 1468, 1388, 1453, 1439	1, 1, 1, 1, 1, 1, 1, 1	7, 7, 2, 1, 1, 20, 1, 1	SINT2_37350.1	SBOV2_29100.5, SINT2_37350.1	98.6	94.6866485013624
N0.HOG0000295	SBOV2_26100.1, SCUR1_41940.6, SGUI1_41760.1, SHAE2_44650.3, SINT2_40460.2, SRDH2_42080.2, Smp_302650.1, EWB00_008758	13, 10, 13, 7, 13, 6, 13, 13	1624, 1163, 1626, 1155, 1618, 1021, 1627, 1625	1, 1, 1, 1, 1, 1, 1, 1	4, 11, 1, 6, 5, 11, 1, 1	SRDH2_42080.2	SCUR1_41940.6, SRDH2_42080.2	92.0	47.119518486672405
N0.HOG0000293	SBOV2_17940.1, SCUR1_97170.10, SGUI1_18130.12, SHAE2_20680.1, SINT2_17600.5, SRDH2_18960.1, Smp_075220.1, EWB00_005460.1	10, 10, 10, 10, 10, 10, 10, 10	763, 763, 763, 763, 763, 762, 762, 772	1, 1, 1, 1, 1, 1, 1, 1	7, 8, 5, 6, 5, 7, 1, 1	SRDH2_18960.1	SBOV2_17940.1, SRDH2_18960.1	92.8	99.73787680209698
N0.HOG0000292	SBOV2_12240.3, SCUR1_12540.4, SGUI1_11560.4, SHAE2_14250.9, SINT2_11790.6, SRDH2_14410.2, Smp_065840.1, EWB00_007679.1	18, 18, 18, 17, 19, 18, 20, 15	1520, 1520, 1520, 1416, 1499, 1590, 1600, 1338	1, 1, 1, 1, 1, 1, 1, 1	6, 6, 5, 9, 6, 5, 1, 2	EWB00_007679.1	SINT2_11790.6, EWB00_007679.1	92.2	81.52101400933957
N0.HOG0000291	SBOV2_93690.1, SCUR1_93330.1, SGUI1_95030.2, SHAE2_100150.1, SINT2_92630.9, SRDH2_98010.8, Smp_144770.1, EWB00_000575	16, 16, 14, 16, 16, 16, 16, 16	929, 929, 788, 929, 859, 860, 929, 895	1, 1, 1, 1, 1, 1, 1, 1	1, 7, 6, 1, 13, 11, 1, 1	SGUI1_95030.2	SBOV2_93690.1, SGUI1_95030.2	99.1	84.71474703982777
N0.HOG0000290	SBOV2_92450.1, SCUR1_92170.1, SGUI1_93870.1, SHAE2_98830.11, SINT2_91410.1, SRDH2_96790.4, Smp_127820.2, EWB00_005877	7, 7, 9, 7, 7, 7, 7, 7	889, 953, 922, 867, 889, 886, 941, 925	1, 1, 1, 1, 1, 1, 1, 1	7, 7, 1, 13, 4, 6, 2, 1	SCUR1_92170.1	SBOV2_92450.1, SCUR1_92170.1	99.4	90.34627492130114
N0.HOG0000289	SBOV2_51700.8, SCUR1_53930.1, SGUI1_54120.1, SHAE2_57130.8, SINT2_52470.7, SRDH2_54820.1, Smp_044920.1, EWB00_006494.1	10, 18, 18, 17, 13, 18, 17, 11	522, 865, 865, 830, 643, 865, 830, 438	1, 1, 1, 1, 1, 1, 1, 1	10, 7, 1, 9, 7, 1, 4, 2	EWB00_006494.1	SBOV2_51700.8, EWB00_006494.1	98.1	10.153256704980842
N0.HOG0000288	SBOV2_44880.7, SCUR1_45680.1, SGUI1_45540.1, SHAE2_49450.1, SINT2_44230.2, SRDH2_46070.3, Smp_171540.1, EWB00_004074.5	9, 16, 14, 13, 14, 14, 14, 8	615, 772, 764, 713, 764, 763, 763, 572	1, 1, 1, 1, 1, 1, 1, 1	8, 1, 6, 1, 5, 14, 1, 5	EWB00_004074.5	SCUR1_45680.1, EWB00_004074.5	90.3	69.43005181347151
N0.HOG0000287	SBOV2_38050.1, SCUR1_29570.4, SGUI1_29320.2, SHAE2_31850.1, SINT2_28470.1, SRDH2_29920.3, Smp_322440.1, EWB00_006057	23, 24, 24, 24, 24, 22, 24, 24	2274, 2307, 2307, 2307, 2307, 2217, 2307, 2307	1, 1, 1, 1, 1, 1, 1, 1	2, 8, 4, 12, 6, 7, 1, 1	SRDH2_29920.3	SBOV2_38050.1, SRDH2_29920.3	99.8	93.75549692172383
N0.HOG0000285	SBOV2_35500.1, SCUR1_32210.1, SGUI1_31930.1, SHAE2_34440.1, SINT2_31020.1, SRDH2_36450.1, Smp_140520.1, EWB00_007848.2	10, 10, 10, 10, 10, 9, 10, 8	1800, 1800, 1800, 1800, 1798, 894, 1799, 1458	1, 1, 1, 1, 1, 1, 1, 1	4, 3, 4, 1, 6, 20, 1, 2	SRDH2_36450.1	SRDH2_36450.1, EWB00_007848.2	77.9	37.31138545953361
N0.HOG0000167	SBOV2_37150.3, SCUR1_30420.4, SGUI1_30260.1, SHAE2_32700.1, SINT2_29350.3, SRDH2_30840.9, Smp_160940.1, EWB00_006075.2	11, 5, 7, 5, 4, 6, 9, 6	786, 531, 427, 531, 496, 654, 769, 659	1, 1, 1, 1, 1, 1, 1, 1	6, 7, 1, 12, 7, 10, 1, 3	SGUI1_30260.1	SGUI1_30260.1, SINT2_29350.3	97.4	30.846774193548388
N0.HOG0000245	SBOV2_2910.4, SCUR1_2790.1, SGUI1_2790.1, SHAE2_3360.5, SINT2_2740.4, SRDH2_2960.1, Smp_169140.1, EWB00_007580.1	7, 10, 5, 10, 7, 10, 10, 6	542, 838, 239, 602, 781, 854, 854, 721	3, 1, 1, 1, 1, 2, 2, 1	21, 1, 1, 8, 6, 2, 2, 2	SGUI1_2790.1	SGUI1_2790.1, EWB00_007580.1	81.4	9.70873786407767
N0.HOG0000243	SBOV2_26710.1, SCUR1_41260.1, SGUI1_41120.1, SHAE2_44040.5, SINT2_39850.1, SRDH2_41400.5, Smp_072350.1, EWB00_004150.2	7, 7, 6, 6, 7, 6, 7, 7	1048, 1015, 985, 985, 1048, 988, 1048, 1048	1, 1, 1, 1, 1, 1, 1, 1	9, 1, 11, 5, 1, 13, 1, 2	SBOV2_26710.1	SBOV2_26710.1, SCUR1_41260.1	99.7	93.79770992366412
N0.HOG0000203	SBOV2_15340.1, SCUR1_15780.2, SGUI1_15400.1, SHAE2_17750.1, SINT2_14990.1, SRDH2_16240.1, Smp_020480.1, EWB00_010272	2, 2, 2, 2, 2, 2, 2, 2	752, 753, 753, 753, 753, 749, 749, 740	1, 1, 1, 1, 1, 1, 1, 1	13, 3, 14, 1, 11, 1, 1, 1	SRDH2_16240.1	SCUR1_15780.2, SRDH2_16240.1	87.4	99.33598937583001
N0.HOG0000202	SBOV2_14500.1, SCUR1_14870.3, SGUI1_14540.1, SHAE2_16640.1, SINT2_14040.1, SRDH2_15380.12, Smp_045980.1, EWB00_004170.1	9, 9, 9, 9, 9, 5, 9, 9	986, 889, 888, 889, 889, 542, 881, 885	1, 1, 1, 1, 1, 1, 1, 1	9, 8, 9, 1, 1, 14, 1, 2	SRDH2_15380.12	SBOV2_14500.1, SRDH2_15380.12	93.9	48.073022312373226
N0.HOG0000201	SBOV2_12750.1, SCUR1_13090.3, SGUI1_12080.1, SHAE2_14770.1, SINT2_12350.6, SRDH2_14950.9, Smp_212030.1, EWB00_010005.1	10, 10, 7, 10, 7, 6, 9, 9	981, 981, 637, 981, 808, 730, 970, 830	1, 2, 1, 1, 1, 1, 1, 1	5, 12, 1, 6, 6, 10, 1, 2	SGUI1_12080.1	SGUI1_12080.1, SINT2_12350.6	89.4	58.168316831683164
N0.HOG0000197	SBOV2_84490.5, SCUR1_84220.10, SGUI1_85630.1, SHAE2_90560.1, SINT2_83520.6, SRDH2_87740.3, Smp_143690.1, EWB00_008607	13, 13, 13, 11, 12, 11, 13, 12	591, 591, 591, 597, 451, 516, 597, 574	1, 1, 1, 1, 1, 1, 1, 1	13, 11, 6, 2, 7, 4, 2, 1	SINT2_83520.6	SHAE2_90560.1, SINT2_83520.6	98.9	73.53433835845897
N0.HOG0000196	SBOV2_80940.1, SCUR1_80370.1, SGUI1_81510.3, SHAE2_86160.1, SINT2_96030.1, SRDH2_83980.1, Smp_346850.2, EWB00_010184	5, 13, 8, 5, 1, 16, 21, 13	174, 332, 250, 153, 76, 430, 510, 431	4, 2, 3, 3, 3, 1, 3, 2	7, 5, 18, 5, 4, 1, 4, 2	SINT2_96030.1	SINT2_96030.1, EWB00_010184	37.7	14.153132250580047
N0.HOG0000195	SBOV2_78530.1, SCUR1_78850.8, SGUI1_79930.3, SHAE2_83890.5, SINT2_77720.2, SRDH2_81420.6, Smp_050520.1, EWB00_002278.3	9, 8, 9, 9, 9, 7, 9, 8	596, 460, 616, 489, 616, 467, 618, 411	1, 1, 1, 1, 1, 1, 1, 1	1, 16, 3, 9, 2, 10, 1, 4	Smp_050520.1	Smp_050520.1, EWB00_002278.3	70.8	64.88673139158576
N0.HOG0000194	SBOV2_66820.5, SCUR1_66880.2, SGUI1_67680.1, SHAE2_71570.12, SINT2_65860.2, SRDH2_68870.1, Smp_000480.1, EWB00_005791.3	18, 18, 18, 18, 18, 18, 18, 18	862, 862, 869, 862, 862, 863, 863, 867	1, 1, 1, 1, 1, 1, 1, 1	7, 4, 1, 14, 6, 5, 2, 7	SGUI1_67680.1	SBOV2_66820.5, SGUI1_67680.1	99.9	98.61910241657077
N0.HOG0000193	SBOV2_61760.1, SCUR1_62110.5, SGUI1_62640.15, SHAE2_66340.4, SINT2_61050.5, SRDH2_63790.1, Smp_129520.1, EWB00_009175	22, 14, 14, 14, 17, 29, 18, 12	1217, 916, 916, 916, 1133, 1964, 1129, 901	1, 1, 1, 1, 1, 1, 1, 1	1, 7, 17, 9, 9, 1, 1, 1	SRDH2_63790.1	SRDH2_63790.1, EWB00_009175	73.1	44.24643584521385
N0.HOG0000190	SBOV2_59670.1, SCUR1_59960.1, SGUI1_60550.2, SHAE2_64120.2, SINT2_58890.1, SRDH2_61700.1, Smp_074050.1, EWB00_007963.1	5, 5, 5, 5, 5, 5, 5, 5	1253, 1256, 1256, 1256, 1256, 1249, 1249, 1260	1, 1, 1, 1, 1, 1, 1, 1	1, 1, 5, 8, 5, 23, 1, 2	SRDH2_61700.1	SCUR1_59960.1, SRDH2_61700.1	91.8	99.60191082802548
N0.HOG0000189	SBOV2_56900.1, SCUR1_57530.1, SGUI1_57810.1, SHAE2_61250.1, SINT2_56300.1, SRDH2_58680.1, Smp_331970.1, EWB00_003199.6	2, 4, 4, 3, 4, 2, 4, 3	233, 333, 333, 321, 363, 283, 333, 331	4, 8, 6, 7, 6, 4, 4, 1	4, 8, 6, 8, 6, 4, 4, 6	SBOV2_56900.1	SBOV2_56900.1, SINT2_56300.1	96.1	63.91184573002755
N0.HOG0000188	SBOV2_4480.1, SCUR1_4450.1, SGUI1_4260.1, SHAE2_4990.2, SINT2_4350.1, SRDH2_4520.13, Smp_126300.1, EWB00_004864.2	17, 17, 17, 17, 17, 14, 17, 16	1028, 1028, 858, 1028, 1028, 892, 1026, 979	1, 1, 1, 1, 1, 1, 1, 1	7, 4, 1, 6, 7, 17, 1, 3	SRDH2_4520.13	SRDH2_4520.13, Smp_126300.1	100.0	86.8421052631579
N0.HOG0000187	SBOV2_35260.3, SCUR1_32470.6, SGUI1_32150.1, SHAE2_34680.4, SINT2_31280.7, SRDH2_36200.1, Smp_343380.1, EWB00_003421.3	11, 9, 9, 11, 8, 11, 11, 11	1133, 894, 1245, 1136, 781, 1154, 1147, 1119	1, 1, 1, 1, 1, 1, 1, 1	8, 10, 5, 5, 8, 2, 1, 7	SGUI1_32150.1	SGUI1_32150.1, SINT2_31280.7	96.2	62.65060240963856
N0.HOG0000186	SBOV2_34400.11, SCUR1_33340.1, SGUI1_33040.1, SHAE2_36160.21, SINT2_32160.6, SRDH2_35180.1, Smp_110280.2, EWB00_002936	2, 6, 2, 3, 4, 4, 2, 11	1639, 1348, 2619, 2062, 1465, 1605, 605, 714	1, 2, 1, 1, 1, 1, 1, 1	11, 2, 1, 21, 6, 2, 2, 1	EWB00_002936	SGUI1_33040.1, EWB00_002936	58.9	6.681939671630394
N0.HOG0000185	SBOV2_29380.10, SCUR1_38540.1, SGUI1_38180.1, SHAE2_41250.1, SINT2_37100.5, SRDH2_38510.1, Smp_337850.1, EWB00_004388	13, 14, 13, 13, 14, 13, 13, 5	873, 817, 807, 807, 872, 807, 806, 338	1, 1, 1, 1, 1, 1, 1, 2	11, 16, 1, 1, 8, 6, 1, 2	EWB00_004388	SBOV2_29380.10, EWB00_004388	76.3	38.144329896907216
N0.HOG0000184	SBOV2_29340.1, SCUR1_38500.2, SGUI1_38210.1, SHAE2_41340.1, SINT2_37130.4, SRDH2_38540.2, Smp_247080.1, EWB00_004381	17, 17, 9, 21, 21, 20, 21, 19	816, 816, 539, 985, 986, 909, 986, 905	3, 3, 4, 4, 1, 1, 1, 1	7, 17, 4, 4, 7, 5, 1, 1	SGUI1_38210.1	SGUI1_38210.1, SINT2_37130.4	90.0	50.50709939148072
N0.HOG0000183	SBOV2_22600.2, SCUR1_23000.3, SGUI1_22690.4, SHAE2_25420.1, SINT2_22170.2, SRDH2_101070.1, Smp_103610.1, EWB00_009716.1	4, 3, 4, 4, 4, 4, 4, 3	341, 279, 341, 341, 366, 341, 341, 280	2, 2, 2, 2, 3, 3, 3, 6	4, 6, 9, 8, 4, 3, 3, 9	EWB00_009716.1	SINT2_22170.2, EWB00_009716.1	80.0	73.77049180327869
N0.HOG0000182	SBOV2_18600.3, SCUR1_19170.10, SGUI1_18780.3, SHAE2_103170.7, SINT2_18250.2, SRDH2_19600.1, Smp_347050.1, EWB00_000046	11, 13, 13, 9, 12, 20, 13, 21	549, 709, 715, 427, 588, 1344, 713, 1303	1, 1, 1, 1, 1, 1, 1, 1	9, 18, 6, 7, 3, 1, 1, 1	SRDH2_19600.1	SHAE2_103170.7, SRDH2_19600.1	89.0	31.25
N0.HOG0000181	SBOV2_18520.2, SCUR1_19080.5, SGUI1_18700.3, SHAE2_21270.2, SINT2_18160.1, SRDH2_19490.4, Smp_244010.1, EWB00_001036	23, 23, 23, 23, 22, 23, 23, 22	1324, 1349, 1325, 1332, 1281, 1326, 1324, 1254	1, 1, 1, 1, 1, 1, 1, 1	14, 8, 5, 7, 1, 9, 1, 1	SINT2_18160.1	SCUR1_19080.5, SINT2_18160.1	97.5	93.03187546330616
N0.HOG0000180	SBOV2_16240.6, SCUR1_16710.2, SGUI1_16330.2, SHAE2_18800.1, SINT2_15870.7, SRDH2_17190.1, Smp_244280.1, EWB00_007629	11, 14, 12, 16, 11, 11, 14, 11	890, 1193, 978, 1258, 966, 757, 1193, 959	1, 1, 1, 1, 1, 2, 1, 1	20, 3, 7, 1, 11, 2, 1, 1	SRDH2_17190.1	SBOV2_16240.6, SRDH2_17190.1	92.7	47.97752808988764
N0.HOG0000179	SBOV2_11080.4, SCUR1_11290.1, SGUI1_10440.6, SHAE2_13160.2, SINT2_10720.1, SRDH2_11620.13, Smp_061840.1, EWB00_009379	11, 11, 11, 11, 12, 8, 12, 6	663, 800, 689, 688, 863, 471, 863, 271	1, 1, 1, 1, 1, 1, 1, 1	3, 1, 4, 3, 3, 19, 1, 1	EWB00_009379	SRDH2_11620.13, EWB00_009379	77.3	18.683651804670912
N0.HOG0000177	SBOV2_7870.1, SCUR1_7420.1, SGUI1_7060.1, SHAE2_8080.1, SINT2_7260.1, SRDH2_7690.1, Smp_346520.1, EWB00_004683	13, 11, 8, 12, 7, 12, 9, 12	1253, 1201, 1063, 1245, 202, 1241, 565, 1262	1, 1, 1, 1, 2, 1, 1, 1	7, 18, 1, 16, 2, 1, 1, 1	SINT2_7260.1	SCUR1_7420.1, SINT2_7260.1	100.0	11.656952539550375
N0.HOG0000173	SBOV2_65130.1, SCUR1_65370.1, SGUI1_66010.1, SHAE2_69840.16, SINT2_64200.1, SRDH2_66120.3, Smp_002820.1, EWB00_010478	8, 8, 8, 8, 8, 6, 7, 7	699, 699, 699, 699, 699, 587, 692, 687	1, 1, 1, 1, 1, 1, 1, 1	1, 13, 1, 17, 1, 12, 1, 1	SRDH2_66120.3	SBOV2_65130.1, SRDH2_66120.3	89.8	83.8340486409156
N0.HOG0000172	SBOV2_58560.9, SCUR1_58900.1, SGUI1_59360.1, SHAE2_62960.1, SINT2_57840.1, SRDH2_60580.31, Smp_104500.2, EWB00_011256	19, 31, 31, 31, 31, 14, 29, 19	770, 1183, 1183, 1183, 1153, 605, 1151, 791	1, 1, 1, 1, 1, 1, 1, 1	9, 1, 1, 1, 1, 29, 4, 1	SBOV2_58560.9	SBOV2_58560.9, SINT2_57840.1	99.7	62.53252385082394
N0.HOG0000204	SBOV2_39100.1, SCUR1_28580.1, SGUI1_28190.3, SHAE2_30770.1, SINT2_27380.12, SRDH2_28900.3, Smp_035090.1, EWB00_003309	13, 9, 13, 13, 10, 13, 13, 6	862, 593, 861, 861, 658, 849, 861, 471	1, 1, 1, 1, 1, 1, 1, 1	1, 12, 9, 3, 12, 6, 1, 1	EWB00_003309	SHAE2_30770.1, EWB00_003309	62.4	52.84552845528455
N0.HOG0000244	SBOV2_27960.1, SCUR1_40060.1, SGUI1_69840.1, SHAE2_42770.1, SINT2_38540.1, SRDH2_101220.1, Smp_185680.2, EWB00_009263	5, 5, 9, 4, 6, 5, 5, 4	258, 355, 601, 258, 380, 355, 355, 355	5, 2, 2, 4, 3, 6, 7, 2	10, 4, 2, 6, 3, 7, 9, 2	SGUI1_69840.1	SBOV2_27960.1, SGUI1_69840.1	100.0	39.43427620632279
N0.HOG0000205	SBOV2_39740.1, SCUR1_27890.3, SGUI1_27570.2, SHAE2_30090.4, SINT2_26720.6, SRDH2_28230.1, Smp_194030.1, EWB00_003360	11, 11, 6, 11, 11, 11, 11, 11	1055, 1056, 835, 1056, 1056, 1046, 1047, 1025	1, 1, 1, 1, 1, 1, 1, 1	8, 7, 9, 9, 9, 1, 1, 1	SGUI1_27570.2	SCUR1_27890.3, SGUI1_27570.2	98.3	67.61363636363636
N0.HOG0000208	SBOV2_4900.1, SCUR1_4870.5, SGUI1_4650.2, SHAE2_5430.1, SINT2_4720.4, SRDH2_4940.10, Smp_340410.1, EWB00_006352.2	16, 16, 12, 14, 15, 12, 16, 15	1273, 1273, 1128, 1273, 1261, 1004, 1267, 1238	1, 1, 1, 1, 1, 1, 1, 1	6, 8, 3, 1, 7, 17, 1, 2	SRDH2_4940.10	SGUI1_4650.2, SRDH2_4940.10	89.3	77.3936170212766
N0.HOG0000242	SBOV2_25140.5, SCUR1_25540.4, SGUI1_25340.5, SHAE2_27890.2, SINT2_24550.3, SRDH2_26020.8, Smp_245820.2, EWB00_000282.2	13, 8, 8, 10, 13, 11, 13, 8	1070, 807, 810, 935, 1073, 934, 1041, 835	1, 1, 1, 1, 1, 1, 1, 1	6, 5, 5, 5, 7, 11, 2, 2	SCUR1_25540.4	SCUR1_25540.4, SINT2_24550.3	98.5	75.11649580615098
N0.HOG0000241	SBOV2_22060.1, SCUR1_22630.1, SGUI1_22280.1, SHAE2_24780.2, SINT2_21740.1, SRDH2_99930.10, Smp_349030.1, EWB00_008561.2	18, 18, 18, 18, 18, 18, 18, 18	777, 787, 776, 777, 777, 777, 777, 778	2, 1, 1, 1, 1, 1, 2, 1	2, 18, 1, 8, 2, 7, 2, 3	SCUR1_22630.1	SBOV2_22060.1, SCUR1_22630.1	99.6	96.82337992376112
N0.HOG0000240	SBOV2_21310.1, SCUR1_21870.1, SGUI1_21510.16, SHAE2_23990.6, SINT2_20940.1, SRDH2_22280.1, Smp_081450.1, EWB00_002420.2	13, 11, 10, 10, 17, 13, 13, 9	565, 593, 565, 565, 840, 564, 564, 572	1, 1, 1, 1, 1, 1, 1, 1	1, 1, 16, 14, 1, 1, 1, 8	SINT2_20940.1	SGUI1_21510.16, SINT2_20940.1	96.3	67.97619047619048
N0.HOG0000238	SBOV2_10340.1, SCUR1_10540.1, SGUI1_9760.1, SHAE2_12380.1, SINT2_10070.1, SRDH2_10910.2, Smp_094770.1, EWB00_004969	4, 4, 3, 3, 3, 4, 2, 4	169, 197, 195, 167, 195, 149, 146, 212	1, 1, 1, 2, 1, 1, 1, 2	8, 6, 1, 2, 1, 20, 1, 4	SRDH2_10910.2	SRDH2_10910.2, EWB00_004969	64.1	55.188679245283026
N0.HOG0000236	SBOV2_73960.1, SCUR1_74160.2, SGUI1_75240.4, SHAE2_79370.15, SINT2_73110.3, SRDH2_76680.1, Smp_145190.1, EWB00_001391	17, 17, 12, 14, 13, 17, 17, 15	704, 704, 628, 640, 516, 704, 682, 683	1, 1, 1, 1, 1, 1, 1, 1	6, 6, 8, 17, 3, 1, 2, 1	SINT2_73110.3	SGUI1_75240.4, SINT2_73110.3	93.2	67.83439490445859
N0.HOG0000235	SBOV2_72350.3, SCUR1_72350.2, SGUI1_73420.3, SHAE2_77570.1, SINT2_71420.1, SRDH2_72520.5, Smp_312920.1, EWB00_004524.3	21, 21, 21, 21, 15, 21, 21, 21	786, 797, 797, 797, 544, 793, 797, 798	1, 1, 1, 1, 1, 1, 1, 1	4, 9, 8, 10, 1, 7, 1, 4	SINT2_71420.1	SBOV2_72350.3, SINT2_71420.1	99.4	67.43002544529261
N0.HOG0000232	SBOV2_65450.5, SCUR1_65620.1, SGUI1_66270.1, SHAE2_70100.1, SINT2_64460.1, SRDH2_66370.20, Smp_168160.1, EWB00_008873.1	12, 12, 14, 14, 14, 11, 14, 10	919, 919, 1074, 1074, 1064, 805, 1062, 802	1, 1, 1, 1, 1, 1, 1, 1	7, 1, 1, 1, 3, 26, 1, 1	EWB00_008873.1	SBOV2_65450.5, EWB00_008873.1	82.3	70.18498367791078
N0.HOG0000230	SBOV2_40700.2, SCUR1_26870.1, SGUI1_26620.1, SHAE2_29130.3, SINT2_25760.1, SRDH2_27250.2, Smp_246700.1, EWB00_005015.1	17, 13, 15, 14, 15, 11, 15, 14	1696, 1301, 1731, 1344, 1743, 731, 1706, 1625	1, 1, 1, 1, 1, 1, 1, 1	9, 13, 1, 6, 7, 4, 1, 3	SRDH2_27250.2	SRDH2_27250.2, Smp_246700.1	99.9	40.56271981242673
N0.HOG0000229	SBOV2_37560.1, SCUR1_30020.1, SGUI1_29810.1, SHAE2_32330.20, SINT2_28970.9, SRDH2_30480.1, Smp_167850.1, EWB00_006006.1	7, 6, 6, 3, 3, 7, 6, 4	771, 715, 715, 604, 604, 772, 716, 681	1, 1, 1, 1, 1, 1, 1, 1	1, 1, 1, 26, 10, 1, 1, 3	SHAE2_32330.20	SHAE2_32330.20, SRDH2_30480.1	86.4	78.10880829015544
N0.HOG0000228	SBOV2_34990.11, SCUR1_32740.1, SGUI1_32410.1, SHAE2_34940.14, SINT2_31540.1, SRDH2_34610.1, Smp_152870.1, EWB00_005958.2	5, 9, 6, 5, 9, 6, 6, 5	932, 1012, 976, 634, 1002, 978, 896, 855	1, 1, 1, 1, 1, 1, 1, 1	13, 1, 1, 14, 1, 11, 1, 2	SHAE2_34940.14	SHAE2_34940.14, EWB00_005958.2	65.1	57.89473684210527
N0.HOG0000227	SBOV2_32910.5, SCUR1_34910.11, SGUI1_34570.4, SHAE2_37560.2, SINT2_33640.3, SRDH2_32350.4, Smp_301780.1, EWB00_003371.1	2, 2, 2, 2, 2, 5, 8, 4	766, 766, 766, 766, 766, 881, 1007, 845	1, 1, 1, 1, 1, 1, 1, 1	6, 11, 5, 6, 6, 7, 1, 2	Smp_301780.1	SBOV2_32910.5, Smp_301780.1	89.9	76.06752730883814
N0.HOG0000226	SBOV2_29570.1, SCUR1_38310.8, SGUI1_38000.1, SHAE2_41040.2, SINT2_36870.10, SRDH2_31970.6, Smp_142650.2, EWB00_003144.1	21, 19, 33, 23, 19, 19, 19, 19	1062, 961, 1477, 1190, 960, 958, 958, 947	1, 1, 1, 1, 1, 1, 1, 1	2, 10, 1, 7, 13, 7, 2, 2	SGUI1_38000.1	SCUR1_38310.8, SGUI1_38000.1	99.2	64.72579553148273
N0.HOG0000225	SBOV2_25430.6, SCUR1_25870.4, SGUI1_25650.1, SHAE2_28200.2, SINT2_24870.1, SRDH2_26340.14, Smp_161980.1, EWB00_001698.1	12, 12, 18, 15, 15, 12, 18, 14	892, 892, 1211, 1063, 1063, 889, 1210, 919	1, 1, 1, 1, 1, 1, 1, 1	8, 8, 1, 4, 5, 14, 1, 3	EWB00_001698.1	SBOV2_25430.6, EWB00_001698.1	83.9	64.96191512513602
N0.HOG0000224	SBOV2_20900.3, SCUR1_19710.10, SGUI1_19300.1, SHAE2_21860.7, SINT2_20480.1, SRDH2_22870.1, Smp_342610.1, EWB00_003522	15, 15, 15, 11, 15, 15, 15, 14	1437, 1432, 1437, 919, 1439, 1458, 1458, 1123	1, 1, 1, 1, 1, 1, 1, 1	10, 12, 1, 12, 5, 1, 2, 1	SHAE2_21860.7	SHAE2_21860.7, SRDH2_22870.1	83.6	61.65980795610425
N0.HOG0000223	SBOV2_13090.1, SCUR1_13470.2, SGUI1_12530.1, SHAE2_15200.7, SINT2_12630.8, SRDH2_15340.4, Smp_046060.1, EWB00_002678.2	27, 27, 26, 28, 27, 27, 27, 25	1948, 1935, 1957, 1977, 1996, 1996, 1995, 1899	1, 1, 2, 1, 1, 1, 1, 1	10, 2, 2, 15, 9, 2, 2, 2	EWB00_002678.2	SINT2_12630.8, EWB00_002678.2	89.2	93.28657314629258
N0.HOG0000222	SBOV2_86100.1, SCUR1_85710.2, SGUI1_87340.1, SHAE2_92210.1, SINT2_85050.1, SRDH2_89410.19, Smp_123060.1, EWB00_008044.2	14, 11, 14, 9, 11, 12, 13, 12	1552, 1165, 1557, 1146, 1186, 1259, 1518, 1358	1, 1, 1, 1, 1, 1, 1, 1	1, 7, 1, 8, 3, 21, 1, 3	SHAE2_92210.1	SHAE2_92210.1, SINT2_85050.1	97.2	64.16526138279932
N0.HOG0000220	SBOV2_79610.1, SCUR1_79880.1, SGUI1_81060.1, SHAE2_84700.1, SINT2_78900.1, SRDH2_82580.2, Smp_151050.1, EWB00_003497.1	9, 9, 9, 10, 9, 9, 8, 6	848, 849, 848, 856, 848, 853, 835, 752	1, 1, 1, 1, 1, 1, 1, 1	2, 2, 1, 1, 5, 11, 1, 3	EWB00_003497.1	SHAE2_84700.1, EWB00_003497.1	83.1	87.03271028037383
N0.HOG0000218	SBOV2_65560.1, SCUR1_97210.1, SGUI1_66400.1, SHAE2_70230.3, SINT2_64570.3, SRDH2_66490.12, Smp_079740.1, EWB00_010396.2	12, 7, 9, 12, 9, 9, 12, 12	812, 518, 611, 812, 611, 611, 812, 812	2, 1, 1, 1, 1, 1, 1, 1	3, 2, 8, 12, 4, 13, 1, 2	SBOV2_65560.1	SBOV2_65560.1, SCUR1_97210.1	99.2	63.669950738916256
